company_name,search_date,job_url,job_description
Pecan AI,2026-03-18,https://www.pecan.ai/careers/product-manager,"Product Manager at Pecan Ai (View all jobs)
Pecan is an automated AI-based predictive analytics platform. It simplifies and accelerates the process of building and deploying machine learning models in various business use-cases, such as life-time value, Churn, demand forecast and more. Pecan connects to the raw data and completely automates the data preparation, engineering and prepossessing phases, as well as the model training and evaluation lifecycle. It was acknowledged as one of Israel’s 50 most promising startups two years in a row.

Company Highlights:
- Series C company with over $117M raised to date. Tier-1 investors: Google Ventures (GV), Insight Partners, GGV, Dell Ventures, Mindset and S Capital.
- 50 employees
- HQ in Tel Aviv with growing sales organization in the US
- Customers across CPG, retail, healthcare, mobile apps, fintech, insurance, and consumer services. Marquee customers include Johnson & Johnson,, and SciPlay

What You’ll Do
- Define and drive the product vision and strategy for the various features of the Pecan platform (www.pecan.ai)
- Own the roadmap, balancing customer needs, technical capabilities, and long-term growth
- Partner closely with engineering and design on discovery, experimentation, and delivery
- Champion customer needs and platform-first, user-focused development

Who You Are
- 5+ years of Product Management experience, preferably in B2B SaaS
- Experience building LLM based products or features
- Experience working on data/analytics platforms or capabilities
- Background with data science or machine learning – an advantage
- Strong communication, leadership, and execution skills"
